,SoldPr,Type,Zip,Area,Rooms,FullBaths,HalfBaths,BsmtBth,Beds,BsmtBeds,GarageSpaces,houseEra
6781,379250.0,Condo,60025,1764,5,2,0,No,2.0,0,2.0,20A
6004,849724.9999999999,SFH,60091,2500,10,3,0,No,4.0,0,2.0,19B
2699,237800.0,SFH,60002,1890,8,2,1,No,4.0,0,2.0,19A
6862,552475.0,SFH,60026,2187,9,2,1,No,4.0,0,2.0,19A
7114,1286884.2968749995,SFH,60062,3200,10,3,1,Yes,3.0,1,2.0,recent
7191,507753.92968749977,SFH,60062,2572,9,2,1,No,4.0,0,2.0,19A
344,459200.0,Condo,60201,1287,5,2,0,No,2.0,0,1.0,20A
5524,268550.0,SFH,60002,1816,10,3,0,Yes,3.0,0,2.0,19A
3116,251099.375,Condo,60053,1536,5,2,0,No,2.0,0,1.0,20A
3823,247025.0,SFH,60201,1923,8,2,1,No,4.0,0,1.0,19B
7356,122923.125,SFH,60002,1072,6,1,0,No,2.0,0,1.0,19A
9167,371562.5,SFH,60002,2590,8,2,1,No,4.0,0,3.0,19A
7474,386334.5117187498,SFH,60077,1282,7,1,1,Yes,3.0,0,2.0,19A
8056,415679.7812499999,SFH,60077,2050,9,3,0,Yes,4.0,0,2.5,19A
1872,245000.0,SFH,60025,1206,6,2,0,No,3.0,0,1.0,19A
517,384375.0,SFH,60076,1400,6,1,1,No,3.0,0,2.5,19A
211,615000.0,SFH,60062,3148,13,3,1,Yes,5.0,0,3.0,19A
9099,210125.0,Condo,60202,1000,5,1,0,No,1.0,0,0.0,19A
6556,297250.0,SFH,60002,3011,10,2,1,No,4.0,0,2.0,20A
2685,1095725.0,SFH,60062,4634,12,3,1,Yes,4.0,0,3.0,20A
1187,907125.0,SFH,60201,3400,10,3,0,No,5.0,0,2.5,19B
7439,640211.4765624998,SFH,60062,2382,9,2,1,No,4.0,0,2.0,19A
9138,717499.9999999999,SFH,60025,2696,8,3,0,No,4.0,0,2.0,19A
6469,231531.4843749999,SFH,60076,1000,6,1,0,No,3.0,0,0.0,19A
7081,1475999.9999999998,SFH,60062,7730,17,6,2,Yes,6.0,0,4.0,19A
3582,581520.9374999998,SFH,60062,2500,8,2,1,No,4.0,0,2.0,19A
7642,563750.0,SFH,60077,3696,14,3,1,No,5.0,0,2.0,19A
9126,376687.5,Condo,60202,1243,5,2,0,No,2.0,0,2.0,20A
2747,321850.0,Condo,60201,1400,6,2,0,No,2.0,0,1.0,19B
2616,384375.0,SFH,60025,1400,7,1,1,No,3.0,0,1.0,19A
6289,325283.75,SFH,60076,1745,7,1,1,Yes,3.0,0,2.0,19B
7183,908790.625,SFH,60026,2931,12,3,1,Yes,4.0,1,2.0,20A
2372,264757.5,SFH,60053,1208,6,1,0,No,3.0,0,2.5,19A
7923,341453.125,Townhouse,60077,1013,6,2,1,Yes,2.0,0,2.0,20A
437,210125.0,Townhouse,60077,1055,7,1,1,No,3.0,0,0.0,19A
7601,296144.9218749999,Condo,60077,1240,5,2,0,No,2.0,0,1.0,20A
3783,987587.5,SFH,60025,4107,10,4,1,Yes,4.0,0,3.0,20A
7772,342349.99999999994,SFH,60025,2099,8,2,0,No,3.0,0,1.0,19B
4720,669248.125,SFH,60062,3492,11,3,1,Yes,5.0,1,3.0,19A
7363,204609.21874999997,Condo,60077,1200,5,2,0,No,2.0,0,1.0,19A
2603,158875.0,Condo,60025,1250,5,1,1,No,2.0,0,1.0,19A
4964,1383749.9999999998,SFH,60062,4366,12,4,1,Yes,4.0,1,3.0,recent
1087,267909.375,Condo,60062,1746,6,2,0,No,2.0,0,1.0,19A
6677,358749.99999999994,Condo,60202,1800,6,2,0,No,3.0,0,0.0,19B
2767,338249.99999999994,SFH,60053,1274,7,1,1,Yes,3.0,0,2.0,19A
2883,510603.75,SFH,60026,2098,7,2,0,No,3.0,0,2.0,19A
4336,1163375.0,SFH,60062,4711,14,4,1,Yes,4.0,1,3.0,20A
3959,329025.0,Townhouse,60091,1666,7,1,1,No,3.0,0,1.0,19A
4253,1588749.9999999998,SFH,60025,4251,15,5,1,Yes,4.0,1,3.0,20A
3030,254776.5625,SFH,60053,865,4,1,0,No,2.0,0,1.0,19A
1825,419987.3437499999,SFH,60062,2800,7,2,1,No,2.0,0,2.0,19A
3822,404875.0,Townhouse,60062,1839,8,3,0,No,4.0,0,2.0,19A
6616,340835.8828124999,Townhouse,60077,2140,7,2,1,No,3.0,0,2.0,19A
9016,656000.0,SFH,60202,4042,11,2,0,No,5.0,0,2.0,19B
6190,173353.125,Condo,60201,1050,5,1,0,No,2.0,0,1.0,19A
4255,486875.0,Townhouse,60202,2741,7,2,1,No,3.0,0,2.0,20A
4261,409743.75,SFH,60062,1482,10,3,0,Yes,3.0,1,2.5,19B
6837,453562.5,SFH,60053,2050,9,3,0,No,4.0,0,2.0,19A
9010,141706.25,Condo,60062,1200,5,2,0,No,2.0,0,0.0,19A
1887,194365.625,Condo,60062,1400,5,2,0,No,2.0,0,2.0,19A
4375,726901.1718749998,SFH,60062,2480,7,2,1,No,3.0,0,2.0,19A
7827,1433974.9999999998,SFH,60062,6320,14,5,1,Yes,5.0,1,3.0,new
5608,430500.0,SFH,60076,2435,8,3,0,No,4.0,0,1.0,19A
302,253175.0,Condo,60025,1100,5,2,0,No,2.0,0,1.0,19A
3547,1543649.9999999998,SFH,60025,4748,12,4,1,No,6.0,0,2.5,19B
9001,414602.8906249999,SFH,60062,2000,5,2,0,Yes,2.0,1,1.0,19A
4660,460225.0,Townhouse,60202,2326,6,2,1,No,2.0,0,2.0,20A
4885,250100.0,SFH,60076,1120,6,1,1,No,3.0,0,0.0,19A
4785,1082143.75,SFH,60201,3151,10,3,0,No,4.0,0,2.0,19B
2743,789226.2167968747,SFH,60076,4500,11,4,1,Yes,5.0,1,2.0,19A
5787,205000.0,Condo,60077,968,4,1,1,No,1.0,0,1.0,20A
5909,1915725.0,SFH,60202,5000,11,4,2,Yes,5.0,0,3.0,Pre1900
3007,761703.125,SFH,60025,3075,9,3,0,Yes,4.0,0,2.0,19A
5895,625121.875,SFH,60062,2319,8,2,1,No,4.0,0,2.0,19A
8108,551578.125,SFH,60062,2700,8,3,1,Yes,2.0,2,2.0,19A
400,354649.99999999994,SFH,60076,1588,9,3,0,Yes,3.0,1,0.0,19A
1156,276314.375,SFH,60062,1139,6,2,0,Yes,3.0,0,0.0,19A
2633,1460368.75,SFH,60091,8049,17,4,2,Yes,6.0,0,2.1,19B
8539,615000.0,SFH,60202,3000,11,3,0,No,5.0,0,3.0,19B
7547,640881.25,SFH,60025,3892,14,4,1,Yes,5.0,0,2.0,20A
3624,483287.5,SFH,60076,1989,9,2,1,No,5.0,0,0.0,19A
4896,1034865.625,SFH,60025,2813,9,3,0,No,4.0,0,3.0,recent
2170,206973.125,Condo,60053,1100,5,2,0,No,2.0,0,0.0,19A
1626,499687.5,SFH,60062,1977,8,2,0,No,2.0,0,2.0,19A
6701,656000.0,SFH,60201,2000,10,1,1,Yes,4.0,0,1.5,19B
12,360800.0,Townhouse,60025,1600,7,2,1,No,3.0,0,2.0,19A
1953,1076250.0,SFH,60026,4706,17,4,1,Yes,4.0,2,3.0,20A
10,743124.9999999999,SFH,60025,2500,9,4,0,Yes,5.0,0,2.5,19A
7003,627517.6283203122,SFH,60077,2600,10,5,0,Yes,4.0,1,2.0,20A
105,253687.5,SFH,60062,1221,7,2,0,No,3.0,0,0.0,19A
4075,335149.375,SFH,60053,1455,8,2,0,Yes,4.0,0,2.5,19A
4202,343374.99999999994,SFH,60076,1700,7,1,1,Yes,3.0,0,0.0,19A
2202,307500.0,SFH,60076,1240,6,1,1,No,2.0,0,1.0,19A
2033,317750.0,Condo,60202,1450,5,2,0,No,2.0,0,1.0,19A
1622,1150434.375,SFH,60201,3500,11,2,1,No,4.0,0,2.0,19B
6516,1178750.0,SFH,60025,4000,12,4,1,Yes,4.0,1,2.0,recent
5409,200900.0,Condo,60025,1335,5,2,0,No,2.0,0,1.0,19A
3905,292125.0,SFH,60201,1364,6,2,1,Yes,3.0,0,0.0,19B
2503,372971.875,SFH,60025,1375,8,2,0,Yes,4.0,0,2.0,19A
5766,210125.0,SFH,60077,924,7,1,1,Yes,2.0,0,2.0,19A
1192,168099.99999999997,Condo,60201,700,4,1,0,No,1.0,0,0.0,19B
8773,1076250.0,Townhouse,60202,4584,11,4,1,Yes,4.0,1,2.0,recent
8152,445875.0,SFH,60025,2322,8,2,0,Yes,3.0,1,2.5,19A
782,285975.0,SFH,60077,1429,8,2,1,Yes,3.0,0,2.0,19A
5702,347701.0605468749,SFH,60077,1500,7,2,0,Yes,3.0,0,2.0,19A
6585,498150.0,Townhouse,60062,2981,8,2,2,Yes,3.0,0,2.0,19A
2035,422300.0,SFH,60025,1502,8,3,0,Yes,5.0,0,2.0,19A
5043,128125.0,SFH,60002,896,4,1,0,No,2.0,0,2.0,19A
975,912250.0,SFH,60026,4474,13,5,1,Yes,5.0,0,3.0,19A
5027,881499.9999999999,SFH,60201,3060,8,3,0,Yes,3.0,0,2.0,19A
4393,239850.0,SFH,60025,1287,6,1,1,No,3.0,0,1.0,19A
5557,681624.9999999999,SFH,60062,4197,15,4,1,Yes,5.0,1,3.0,20A
6075,883050.3124999997,SFH,60062,3422,10,3,1,No,4.0,0,2.0,19A
1950,437675.0,Townhouse,60201,1587,7,2,1,No,3.0,0,2.0,recent
7082,541200.0,Condo,60201,1638,7,2,0,No,3.0,0,2.0,20A
7610,440750.0,SFH,60076,2408,9,2,1,No,4.0,0,1.5,19A
713,401800.0,Condo,60077,2000,6,2,1,No,3.0,0,2.0,20A
3944,587228.4578124997,SFH,60062,2184,8,2,2,Yes,4.0,0,2.0,19A
7504,634475.0,SFH,60091,2545,8,2,1,Yes,4.0,0,2.0,19A
7230,360650.6703124999,SFH,60062,1072,8,2,0,Yes,3.0,1,1.0,19A
4634,436140.7031249999,SFH,60076,2884,9,3,0,Yes,3.0,2,2.0,19A
6337,1139928.125,SFH,60025,6122,13,5,0,Yes,5.0,1,3.0,20A
4175,301350.0,Townhouse,60053,1653,7,2,1,No,2.0,0,2.0,20A
999,140425.0,Condo,60062,1000,5,1,0,No,1.0,0,0.0,19A
811,654462.5,SFH,60062,3567,10,2,1,No,4.0,0,3.0,19A
1326,933663.275,SFH,60091,4666,12,3,1,No,5.0,0,2.0,19A
2405,1092774.7617187495,SFH,60062,6759,13,5,3,Yes,4.0,1,3.0,20A
2063,442739.3504296873,SFH,60077,2967,8,2,1,Yes,4.0,0,2.0,19A
2263,441262.5,Townhouse,60091,2020,7,1,1,No,3.0,0,1.5,19A
2651,170726.5625,Condo,60202,654,3,1,0,No,1.0,0,1.0,20A
4675,646134.375,SFH,60091,2413,8,2,0,No,3.0,0,2.0,19A
4802,302054.6875,Townhouse,60062,1500,6,2,1,No,2.0,0,1.0,19A
6825,149445.0,SFH,60002,925,5,1,0,No,2.0,0,2.0,19A
3802,706329.8687109372,SFH,60062,3144,10,3,2,No,4.0,0,2.0,19A
2264,750299.9999999999,SFH,60025,2932,9,3,0,No,4.0,0,2.0,recent
5185,231531.3766859374,Townhouse,60076,1064,5,1,1,No,2.0,0,0.0,19A
7176,420670.25,SFH,60202,1800,7,2,0,No,4.0,0,0.0,19B
5747,230144.9876953124,Townhouse,60077,1025,6,1,1,No,3.0,0,0.0,19A
7433,837424.9999999999,SFH,60201,2882,9,2,1,No,3.0,0,2.0,19A
6039,456125.0,SFH,60053,3118,9,2,1,No,4.0,0,2.0,19A
7391,344079.6875,SFH,60053,1200,7,2,0,Yes,3.0,0,2.5,19A
5327,401800.0,SFH,60025,1800,7,2,0,Yes,3.0,0,2.0,19A
2117,834196.2499999999,SFH,60076,4500,11,4,1,Yes,6.0,0,3.0,20A
234,656000.0,SFH,60062,3139,9,3,1,No,5.0,0,2.0,19A
7844,238825.0,Condo,60053,1550,6,2,0,No,2.0,0,1.0,19A
7242,146036.875,Condo,60202,800,5,1,0,No,2.0,0,0.0,19B
6465,492000.0,SFH,60062,2110,10,3,0,No,4.0,0,2.0,19A
5044,604109.375,SFH,60062,2802,9,2,1,No,4.0,0,2.0,19A
7421,330050.0,SFH,60062,1915,7,2,1,No,4.0,0,2.0,19B
64,312625.0,SFH,60053,1400,6,2,0,No,3.0,0,0.0,19A
3577,338249.99999999994,SFH,60002,3454,10,2,1,No,4.0,0,3.0,20A
2220,231137.5,Condo,60201,698,4,1,0,No,1.0,0,1.0,20A
6342,267909.375,SFH,60053,1073,8,1,0,No,3.0,0,1.0,19A
4197,320440.625,SFH,60053,1522,7,1,1,No,3.0,0,2.0,19A
6925,386425.0,SFH,60076,1300,8,2,0,No,3.0,0,0.0,19A
7739,579125.0,SFH,60203,1966,9,1,1,No,3.0,0,1.0,19B
8439,812312.4999999999,SFH,60201,2695,11,3,0,No,4.0,0,1.5,19B
7206,630375.0,SFH,60025,1692,8,2,1,Yes,3.0,0,2.0,19A
6704,152340.625,SFH,60002,900,5,1,0,No,3.0,0,2.0,19A
4368,220375.0,Condo,60202,1000,4,1,0,No,1.0,0,1.0,19A
4049,512500.0,SFH,60091,2400,8,3,1,Yes,4.0,0,2.5,19A
6019,699978.9062499998,SFH,60062,2700,11,2,1,No,4.0,0,2.5,19A
6290,390832.5,SFH,60202,1389,7,2,0,No,3.0,0,2.0,19A
3378,384272.5,SFH,60091,1680,7,2,0,No,3.0,0,1.5,19A
2855,297250.0,Condo,60062,2350,6,2,1,No,2.0,0,1.0,19A
3907,739554.6367187497,SFH,60062,2800,9,2,1,No,4.0,0,2.0,19A
7957,630375.0,SFH,60062,2700,12,3,1,Yes,4.0,1,2.0,19A
2513,146036.875,Condo,60201,601,4,1,0,No,1.0,0,0.0,19A
8422,320440.625,Condo,60202,1162,5,2,0,No,2.0,0,1.0,20A
6036,553500.0,Townhouse,60026,2687,8,2,1,No,3.0,0,2.0,recent
8565,588350.0,SFH,60025,1710,9,2,0,No,3.0,0,2.5,19A
6945,3536249.9999999995,SFH,60201,7652,15,5,3,Yes,6.0,0,3.0,19B
4658,711103.9999999999,SFH,60025,2530,8,3,0,No,3.0,0,2.0,new
7581,114800.0,Condo,60025,805,4,1,0,No,1.0,0,0.0,19A
8029,271112.5,Condo,60025,1050,5,2,0,No,2.0,0,1.0,19A
3682,331143.8671874999,SFH,60062,1492,8,1,2,Yes,3.0,0,1.0,19B
7675,452294.0624999999,SFH,60076,1750,10,2,0,No,4.0,0,0.0,19A
3621,153750.0,Condo,60076,1000,4,1,0,No,2.0,0,0.0,19A
927,504300.0,SFH,60202,2626,7,2,2,Yes,3.0,0,1.0,19B
4480,486875.0,SFH,60062,2919,11,3,1,Yes,4.0,1,2.0,19A
1340,299428.125,Condo,60202,1410,5,2,0,No,2.0,0,0.0,19B
8802,682906.25,SFH,60025,2581,10,2,1,No,3.0,0,2.0,19A
6369,162975.0,Condo,60201,1200,5,1,0,No,2.0,0,0.0,19B
2974,615000.0,SFH,60202,2500,12,2,1,No,4.0,0,3.0,19B
7040,635365.4687499998,SFH,60062,2530,8,2,1,No,4.0,0,2.0,19A
1374,293150.0,Condo,60062,1820,6,2,0,No,2.0,0,1.0,19A
3672,609362.5,SFH,60002,4635,11,3,0,Yes,3.0,0,2.0,19A
1836,1168500.0,SFH,60062,3658,14,5,0,Yes,4.0,1,3.0,20A
8144,379250.0,SFH,60076,1275,8,2,0,No,4.0,0,0.0,19A
1498,533000.0,SFH,60062,3000,8,3,1,Yes,4.0,0,2.0,19A
3966,982975.0,SFH,60201,3093,10,4,1,No,5.0,0,2.0,19B
4642,2767499.9999999995,SFH,60091,10000,17,6,1,Yes,5.0,1,3.0,20A
1598,346706.25,SFH,60025,1320,7,1,1,No,3.0,0,2.0,19A
3578,146562.1875,Townhouse,60002,1196,6,1,1,No,3.0,0,1.0,19A
9207,340812.49999999994,SFH,60062,1651,6,1,1,No,3.0,0,2.0,19A
2188,992840.625,SFH,60025,3981,12,5,0,Yes,5.0,1,2.0,20A
1265,828128.8906249998,SFH,60062,4635,10,3,1,No,4.0,0,2.0,19A
3679,289198.9773437499,SFH,60076,1100,7,1,0,No,3.0,0,0.0,19A
514,471730.625,SFH,60062,2491,8,2,1,No,3.0,0,1.5,19B
5803,273162.5,SFH,60076,1225,6,1,0,No,3.0,0,2.0,19A
386,556831.25,SFH,60076,3060,12,4,1,Yes,5.0,0,2.0,19A
2477,509553.125,Townhouse,60202,2205,7,2,1,No,3.0,0,2.0,20A
264,722624.9999999999,SFH,60025,3903,12,3,1,No,6.0,0,2.0,19A
5054,374125.0,SFH,60025,1189,7,1,1,Yes,3.0,0,2.5,19B
8360,358749.99999999994,SFH,60053,2125,8,2,0,Yes,4.0,0,2.0,19A
156,460173.75,SFH,60077,2410,10,2,0,No,4.0,0,2.5,19A
5877,389500.0,SFH,60201,1184,8,1,1,Yes,2.0,0,2.0,19B
8985,189625.0,SFH,60002,1174,7,1,0,No,2.0,1,1.0,19A
9172,316794.2996093749,SFH,60076,1179,6,1,1,No,3.0,0,2.5,19A
9230,300373.6875,SFH,60077,1104,8,2,0,Yes,3.0,1,2.0,19A
7341,768749.9999999999,SFH,60026,2801,10,2,1,No,4.0,0,2.0,20A
1271,619212.1093749998,SFH,60062,2123,8,2,1,No,3.0,0,1.0,19B
3795,331997.5,Duplex,60062,2980,10,2,1,No,3.0,1,2.0,19A
1658,258453.75,SFH,60077,997,6,1,0,No,3.0,0,2.0,19A
7238,147087.5,Condo,60025,750,4,1,0,No,2.0,0,0.0,19A
8642,807667.9687499998,SFH,60062,3424,13,4,1,Yes,4.0,1,2.0,20A
2392,179374.99999999997,Townhouse,60002,1505,7,2,1,No,2.0,0,2.0,19A
6361,288921.875,SFH,60077,1221,7,2,0,Yes,3.0,0,0.0,19A
7343,1050625.0,SFH,60062,3410,9,3,2,Yes,3.0,0,2.0,20A
4666,1192117.9218749995,SFH,60062,5200,10,4,2,No,5.0,0,4.0,20A
7667,463601.4140624998,SFH,60076,2540,10,4,0,Yes,4.0,0,2.0,19B
2749,481750.0,SFH,60077,2500,9,4,0,Yes,4.0,1,3.0,19A
3037,1315907.8125,SFH,60091,4200,11,4,1,Yes,4.0,1,2.0,recent
2828,263838.20312499994,Condo,60077,1269,5,2,0,No,2.0,0,1.0,20A
4884,713440.0390624998,SFH,60062,2765,14,4,0,Yes,5.0,1,2.0,19A
8366,611673.8749999998,SFH,60062,2530,10,2,1,No,4.0,0,2.0,19A
6091,222937.5,Townhouse,60062,1400,6,1,1,No,2.0,0,0.0,19A
4845,676499.9999999999,SFH,60091,2640,11,2,1,No,4.0,0,2.0,19B
3533,230522.5,SFH,60002,2947,10,2,1,No,5.0,0,3.0,20A
7568,342071.6148046874,SFH,60076,1300,7,1,1,No,3.0,0,1.0,19B
2520,371984.9441406248,SFH,60076,1397,6,2,0,No,3.0,0,1.0,19A
3668,456125.0,SFH,60203,2349,9,2,0,No,3.0,0,1.0,19B
3604,724931.25,SFH,60025,3933,11,4,0,Yes,5.0,0,0.0,19A
1008,376911.7187499999,SFH,60077,1844,9,2,1,No,3.0,1,2.0,19A
6853,428129.6875,Condo,60201,1650,6,2,0,No,3.0,0,1.0,19A
3598,589375.0,SFH,60077,3742,9,2,1,No,4.0,0,2.0,19A
2539,1296387.8566406246,SFH,60062,3792,13,4,1,No,4.0,1,3.0,20A
1554,438187.5,SFH,60203,2384,8,2,1,No,4.0,0,1.0,19A
5661,283668.75,SFH,60091,1700,7,1,1,Yes,3.0,0,2.0,19A
1656,449803.7529296873,SFH,60062,1128,7,2,0,Yes,3.0,0,1.0,19A
5892,329896.25,Duplex,60053,1721,7,2,1,Yes,3.0,0,2.0,20A
7461,141834.375,SFH,60002,1075,5,1,0,No,2.0,0,1.0,19A
6641,322541.875,SFH,60053,1448,7,2,0,No,3.0,0,1.5,19A
8417,371562.5,SFH,60025,1400,6,2,0,No,2.0,0,2.0,19A
5237,608311.875,SFH,60062,2506,8,2,1,No,4.0,0,2.0,19A
4136,233700.0,SFH,60002,2518,9,2,1,No,4.0,0,2.0,20A
8355,748249.9999999999,Condo,60202,2600,8,2,2,No,3.0,0,1.0,recent
1846,146562.1875,Duplex,60002,1404,4,2,1,No,2.0,0,2.5,19A
8999,460225.0,SFH,60202,1680,9,2,0,No,5.0,0,1.0,19B
9027,576136.4843749998,SFH,60062,3422,10,3,1,No,5.0,0,2.5,19A
5271,1081375.0,SFH,60091,4297,12,3,1,No,5.0,0,2.0,19B
2945,240875.0,Townhouse,60025,1320,5,1,1,No,2.0,0,1.0,19A
1380,341453.125,SFH,60062,1275,8,2,1,Yes,3.0,0,1.0,19A
3738,160220.3125,Condo,60025,1150,5,2,0,No,2.0,0,0.0,19A
8428,978875.0,SFH,60201,3401,14,3,1,No,5.0,0,2.0,Pre1900
2545,432332.1875,Condo,60201,1598,8,2,1,No,2.0,0,2.0,19B
792,436009.375,Condo,60201,1158,5,2,0,No,2.0,0,2.0,20A
7815,425503.125,Townhouse,60062,1904,7,2,1,No,2.0,0,2.0,19A
1585,1348973.0824999998,SFH,60062,4050,11,5,1,Yes,5.0,1,3.0,recent
2995,371050.0,SFH,60076,1800,8,2,0,Yes,3.0,0,0.0,19A
5739,830249.9999999999,SFH,60029,2792,11,3,1,Yes,4.0,1,2.0,19A
3527,489437.5,SFH,60025,1700,8,2,0,No,3.0,0,2.5,19B
9150,522750.0,SFH,60062,2504,10,2,1,No,4.0,0,2.0,19A
36,1160940.625,SFH,60091,3200,10,3,1,No,4.0,0,1.0,19B
4688,417623.4375,Condo,60062,2150,6,2,0,No,2.0,0,1.0,19A
8628,160745.625,Condo,60025,1300,5,2,0,No,2.0,0,1.0,19A
3667,522750.0,SFH,60026,1938,10,3,1,No,5.0,0,2.0,19A
2073,612616.1542968748,SFH,60062,3000,9,3,1,Yes,4.0,0,2.0,19A
24,512500.0,SFH,60202,1667,8,1,1,Yes,3.0,0,0.0,19B
3124,338249.99999999994,SFH,60076,2700,9,2,2,Yes,4.0,0,2.0,19B
1102,694594.4531249998,SFH,60076,3650,13,4,1,Yes,5.0,2,3.0,19A
947,441336.04375,Townhouse,60053,1913,6,2,1,No,3.0,0,2.0,recent
7521,558522.5,Townhouse,60077,2500,7,2,2,No,3.0,0,2.0,recent
2351,472781.25,SFH,60091,1405,8,2,0,No,3.0,0,1.0,19A
2121,246000.0,SFH,60002,2976,9,3,1,Yes,4.0,0,2.0,19A
4236,415125.0,Townhouse,60201,1425,7,1,1,No,3.0,0,1.0,19B
5588,136581.25,Condo,60202,1100,5,1,0,No,1.0,0,0.0,19A
5669,604109.375,SFH,60062,2800,8,2,1,No,4.0,0,2.0,19A
4887,275263.75,Condo,60201,1435,5,2,0,No,2.0,0,1.0,19A
2971,740690.625,SFH,60062,3182,13,2,1,No,4.0,0,2.5,19A
8790,389500.0,SFH,60062,1672,6,3,0,Yes,2.0,0,2.0,19A
1924,819897.4999999999,SFH,60201,3000,10,3,1,Yes,4.0,0,2.0,19A
7324,147087.5,Condo,60025,1535,5,2,0,No,2.0,0,1.0,19A
8200,668812.5,SFH,60091,2285,10,2,1,No,4.0,0,2.0,19A
2003,292125.0,Townhouse,60062,1991,6,2,1,No,3.0,0,1.0,19A
4737,301529.375,Condo,60062,1400,5,2,0,No,2.0,0,1.0,20A
2824,710747.8124999998,SFH,60062,3200,8,3,1,Yes,4.0,0,2.0,19A
3071,118720.625,Condo,60025,900,4,1,0,No,1.0,0,0.0,19A
6589,383478.125,Condo,60201,1345,5,2,0,No,2.0,0,1.0,20A
3024,408975.0,SFH,60201,1700,8,1,1,No,3.0,0,2.0,Pre1900
6560,348804.87343749986,SFH,60076,1305,7,1,1,Yes,3.0,0,2.0,19A
3602,1362266.6406249995,SFH,60062,5069,13,5,1,Yes,4.0,1,3.0,recent
2394,153750.0,SFH,60002,984,5,2,0,No,2.0,0,2.0,19A
5660,156825.0,Condo,60202,1250,5,1,0,No,2.0,0,0.0,19B
3619,225884.375,SFH,60062,1048,4,1,0,No,2.0,0,2.0,19A
4083,603058.7499999998,SFH,60076,2348,9,3,1,Yes,4.0,0,2.0,20A
148,250565.5261718749,Condo,60076,1400,5,2,0,No,2.0,0,1.0,20A
5142,551578.125,SFH,60091,2425,11,2,1,No,5.0,0,1.5,19B
5296,271625.0,Condo,60062,2485,7,3,0,No,2.0,0,1.0,19A
9149,478675.0,SFH,60202,1700,8,1,1,No,3.0,0,2.0,19A
5818,328000.0,SFH,60053,1340,7,1,1,Yes,3.0,0,1.0,19A
983,881499.9999999999,SFH,60026,2625,8,2,1,No,3.0,0,2.0,recent
3455,1240250.0,SFH,60062,4600,12,6,1,Yes,5.0,1,3.0,19A
4110,195160.0,Condo,60025,1400,5,2,0,No,2.0,0,1.0,19A
4405,534025.0,SFH,60053,2375,9,2,2,Yes,4.0,0,2.0,19A
6963,364387.5,SFH,60053,1100,7,2,0,Yes,3.0,1,2.5,19A
350,361825.0,SFH,60053,1855,7,2,0,Yes,3.0,0,2.5,19A
8224,359262.49999999994,SFH,60025,1220,7,2,0,Yes,3.0,0,2.0,19A
6132,745687.4999999999,SFH,60053,3977,15,6,2,Yes,5.0,2,2.0,20A
2725,848699.9999999999,SFH,60062,3100,9,3,1,No,4.0,0,2.0,new
8,1445249.9999999998,SFH,60091,4598,15,5,1,Yes,5.0,1,3.0,recent
5642,1076890.625,SFH,60062,5231,14,6,1,Yes,5.0,1,3.0,20A
8384,397372.6406249998,SFH,60076,1068,7,2,0,Yes,3.0,0,2.0,19A
719,615000.0,SFH,60062,3407,9,3,1,No,5.0,0,2.0,19A
5439,389834.4062499999,SFH,60076,1458,7,2,1,Yes,3.0,0,2.0,19A
5984,430487.0273437498,SFH,60076,1772,7,2,1,Yes,3.0,0,2.0,19A
1566,168883.37226562493,Condo,60077,1586,6,2,0,No,3.0,0,1.0,19A
2428,185012.96125,Townhouse,60002,1823,6,2,1,No,3.0,0,2.0,20A
8432,557087.5,SFH,60091,2379,10,3,0,Yes,5.0,0,2.0,19A
6221,377174.375,Condo,60202,1835,6,2,0,No,3.0,0,0.0,19B
1475,683674.9999999999,Townhouse,60025,3650,12,4,1,Yes,4.0,0,2.5,20A
5384,267909.375,SFH,60053,1074,5,1,0,No,3.0,0,2.5,19A
3817,315082.4375,Townhouse,60202,1342,7,1,1,No,3.0,0,3.0,19A
1912,235750.0,SFH,60026,981,7,1,0,No,3.0,0,1.0,19A
6473,551578.125,SFH,60062,3000,9,3,0,No,4.0,0,2.5,19B
3791,199618.75,Condo,60077,1500,5,2,0,No,2.0,0,1.0,19A
1477,544172.5,SFH,60076,3356,8,2,1,No,4.0,0,2.0,20A
1527,457678.5156249998,SFH,60077,3300,10,2,1,No,5.0,0,2.0,19A
4484,399750.0,SFH,60002,1924,8,2,2,No,3.0,1,2.0,19A
2056,449975.0,Townhouse,60201,1900,7,2,1,No,3.0,0,2.0,19A
4032,525312.5,SFH,60091,3900,11,3,1,Yes,4.0,1,2.0,19A
5710,451768.75,SFH,60025,1100,9,1,1,No,3.0,0,1.0,19A
8641,497125.0,SFH,60026,2798,10,3,1,No,4.0,0,2.0,19A
3503,717499.9999999999,SFH,60025,2907,12,2,1,No,4.0,0,2.5,19A
6172,522750.0,SFH,60053,2018,9,3,0,No,5.0,0,2.0,19A
1134,442838.4375,SFH,60076,1860,9,2,0,No,3.0,0,1.0,19A
739,486875.0,SFH,60201,1466,7,1,1,Yes,3.0,0,0.0,19A
3088,164128.125,SFH,60002,1071,7,2,0,Yes,3.0,0,2.0,19A
6254,1076890.625,SFH,60026,3890,10,3,1,No,4.0,0,2.0,20A
1841,2437450.0,SFH,60025,4800,13,6,1,Yes,4.0,1,3.0,recent
1225,372075.0,Townhouse,60091,1666,7,2,1,No,3.0,0,1.5,19A
